review,aesthetics,cost,effectiveness,efficiency,enjoyability,general,learnability,reliability,safety,security
"Ví dụ, nếu bạn thêm quá nhiều mobs trong chế độ sáng tạo, trò chơi của bạn sẽ bị giật lag.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ứng dụng này chỉ gây rắc rối cho tôi và tôi muốn mọi người chú ý đến điều này.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Một vấn đề khác là bản cập nhật mới (theo ý kiến của tôi) đã làm cho trò chơi trông rất cũ kỹ và trẻ con.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Âm nhạc chỉ đơn giản là tuyệt vời.,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"Từ thức ăn đến các khối, từ động vật đến vũ khí, tôi không bao giờ muốn bị một con quái vật bắt gặp trong chế độ sinh tồn.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Chơi trên ứng dụng dễ dàng hơn nhiều vì nó đếm tiền cho bạn và rất gọn gàng.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Một số lá bài không hoạt động như mong đợi, như những lá bài yêu cầu thanh toán giữa các người chơi, nhưng hầu hết các lỗi lớn đã được khắc phục.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đầu tiên, nó thiếu một số cụm từ và câu hỏi quan trọng.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cảm ơn bạn đã tạo ra trò chơi này!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi có một iPhone 7 vì vậy tôi cho rằng tôi nên có thể chơi trò này trên điện thoại của mình.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Nó làm cho trò chơi trở nên ít vui hơn một chút, nhưng vẫn rất tuyệt.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ý tôi là tôi đang cố gắng tạo khuôn mặt bằng văn bản nhưng nó không cho phép tôi.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi cảm thấy nó thách thức, nhưng không gây nản lòng, rất thỏa mãn.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã mua một số bộ bài và giờ chúng không tải xuống lại được.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Công việc tuyệt vời, Mojang, và Notch, cùng tất cả mọi người khác.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi cũng đã mua các bộ, nhưng không thể tận hưởng chúng vì phải thiết lập lại mọi thứ quá thường xuyên.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tôi yêu trò chơi này, nhưng tôi đã dừng chơi nó một thời gian và giờ khi tôi quay lại, quá nhiều thứ đã thay đổi.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Lại yêu thích trò chơi này... Tôi chỉ muốn nó trở thành trò chơi tốt nhất, hoạt động nhất và vui nhất mà nó có thể!",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Một khi bạn bắt đầu chơi trò chơi, nó thật tuyệt vời, nhưng sau một thời gian, nó trở nên nhàm chán.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Điều duy nhất tôi thấy thay đổi là màn hình tải.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ngoài ra, mỗi lần bạn mua gói bài, nó đều đi kèm với rất nhiều bộ bài tự xây dựng.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Lượt tiếp theo của tôi, tôi thực sự cầu nguyện đến Chúa để không lắc được số 2 hoặc số 3 do họ đã có khách sạn ... Tôi lắc được số 2 và phá sản.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tôi chơi nó một hoặc hai giờ rồi tắt nó và không chạm vào nó nữa.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Mặc dù nhà phát triển không thể kiểm soát điều này, nhưng nó vẫn làm trò chơi trở nên trải nghiệm tồi tệ cho nhiều người chơi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Trò chơi nào đó đã đăng tôi ra khỏi tài khoản Microsoft của mình, và tôi không nhớ email cho nó.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trò chơi khá dễ chơi và thú vị.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Giá trị thực sự là hơn 100 đô chỉ với 20 đô nên tôi nghĩ rằng mình đã mua được một món hời tuyệt vời!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Cuối cùng, lý do chính tôi mua phiên bản này là vì tôi hy vọng AI giao dịch sẽ tốt hơn, nhưng thực tế thì không phải vậy.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Ví dụ, nếu giao dịch thẻ, lý do cho các giao dịch hoặc từ chối, v.v.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi cũng rất tức giận với việc những người đồng đội chỉ đơn giản rời đi khi cuối cùng tôi trở thành kẻ phá rối cùng với BFF của mình.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Trò chơi này rất tuyệt để giết thời gian khi đang xếp hàng ở bất kì đâu hoặc khi đang chờ để đặt món ăn tại nhà hàng hoặc quán ăn yêu thích của bạn.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Đề xuất đầu tiên là giảm giá cho các hình đại diện.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Và nếu mọi thứ được thực hiện đúng cách và rất sạch sẽ, tôi thậm chí còn có thể xem xét việc không thể tưởng tượng được: Chi trả cho một số bản đồ và huy hiệu.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi bị mắc kẹt ở một số màn hình và bị đá ra.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Theo ý kiến của tôi, đồ họa cũng kém hơn.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi có thể nói mãi nhưng đây là những lý do chính tại sao tôi chỉ đánh giá nó một sao,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi đã giải quyết điều này riêng tư với những điều cụ thể trước khi quay lại và viết lại đánh giá.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bạn sẽ phải chờ đợi kết quả như một vệ sĩ ngăn bạn không được vào câu lạc bộ.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Chỉ cần gắn chặt vào ý tưởng về việc cải tạo nhà cửa thay vì mở rộng ra những dòng chuyện khác kéo dài quá lâu.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Gần đây tôi đã mua một bộ bài tùy chỉnh và thêm vào một danh sách dài.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đây là một vấn đề lớn, khiến tôi cảm thấy như tôi không nên trả tiền để mua trò chơi này.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Những ngày tôi và bọn bạn, thức cả đêm, chơi game, xây dựng bất cứ thứ gì chúng tôi có thể.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Ngoài ra, giao diện người dùng không thân thiện với màn hình cảm ứng như trong phiên bản alpha và beta.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vì thế, tôi đã bắt đầu chơi trò chơi này trở lại trong thời gian cách ly và tôi đã gặp nhiều vấn đề với trò chơi.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nó thật vui và có thể gây nghiện một chút.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi nhận thấy vào cuối vòng chơi, nó đã hiển thị một video trực tiếp được quay từ camera selfie ở mặt trước của điện thoại của tôi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tôi biết bạn có thể dễ dàng nhận được các mod cho những thứ này nhưng một số lại tốn tiền.,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Có ý nghĩa gì khi chơi một trò chơi có khả năng bị đứng máy vì lỗi?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Vì vậy, xin vui lòng, xin vui lòng, xin VUI LÒNG làm gì đó về nó!",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi luôn thích nhớ lại năm 2011, lúc tôi thưởng thức trò chơi này trên chiếc máy tính cũ ở nhà ông bà.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Một điều khác cũng xảy ra thường xuyên là khi tôi làm mới các máy chủ, không có máy chủ nào sẵn có!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Vì vậy, tổng thể, trò chơi này khá tốt, nhưng nó có thể cần một số cải tiến.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi biết rằng nhiều người có ý kiến về điều này (hầu hết đều tích cực) nên tôi chỉ nghĩ rằng tôi nên lan truyền lời đồn này thêm nữa.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi nghĩ rằng trò chơi có thể được cải thiện một chút nếu xét đến việc bạn phải trả tiền để mở khóa nhân vật và bảng mới.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tắt chức năng cũng sẽ khá tốt, đặc biệt là cho những trò chơi ngắn.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Mặc dù trò chơi này rất vui, nhưng nó không đáng để tôi phải sợ hãi mỗi khi bạn bè tôi không muốn chơi.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Đây là một trò chơi rất phổ biến đã thành công tìm đến gần như mọi thiết bị của mọi người vào một thời điểm nào đó.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi không nghĩ rằng đó là một vấn đề lớn ban đầu cho đến khi tôi gặp phải bức tường bất động.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Không cần phải sắp xếp tiền, hay đối phó với thẻ, nó đơn giản QUÁ DỄ DÀNG!!!!",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đây là một trải nghiệm học tập tuyệt vời và công cụ cho một số lớp học.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Khiến bạn cảm thấy gần như không đáng với tất cả những lần bạn đã phải chơi để vượt qua một màn đố duy nhất.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trò chơi này đã trở nên khá chán chường vì bản cập nhật và tôi nghĩ rằng nó vẫn sẽ ổn mà không cần bản cập nhật mới.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Tôi đã chơi trò chơi này một thời gian và nó rất thú vị, thỉnh thoảng thách thức, và là cách tốt để giết thời gian.",0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
Tôi rất muốn thấy tất cả những điều này được thêm vào chế độ chơi miễn phí.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kể từ bản cập nhật mới, trò chơi đang bị đóng băng ở màn hình hết giờ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tôi đã chơi trò chơi này kể từ khi tôi 5 tuổi và TÔI YÊU NÓ.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi thực sự mong muốn bạn thêm tính năng kết bạn trong trò chơi!!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi yêu Subway Surfers, tôi đã chơi nó từ khi tôi năm tuổi.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Người chơi khác thường cũng giỏi không kém.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Bạn nên tạo ra cách thức để khi bạn lấy điện thoại ra, bạn có thể chơi trên đó.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Và tôi có khá nhiều vật phẩm tốt trong chế độ sinh tồn.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tôi yêu trò chơi này!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Trò chơi rất vui, và sau khi đọc nhiều đánh giá, tôi nghĩ rằng trò chơi nên được cập nhật và nên giải quyết những vấn đề này.",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thỉnh thoảng, các hình đại diện bị lỗi xuyên qua/tới tường, hoặc đi vào các khu vực ngoài giới hạn.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi thực sự nghĩ rằng việc chúng được gọi là ""Cấp độ khó"" giúp chúng ta chuẩn bị tốt hơn, và chắc chắn số lượng tiền xu ở đó đáng giá.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Ý tôi là mất bao lâu để thực sự đi một vòng quanh thế giới?,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mặc dù tôi cảm thấy mình chỉ trở nên khá giỏi gần đây nhưng tôi nghĩ rằng trò chơi này thực sự rất vui.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi yêu trò chơi này!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi có một số gợi ý về những thứ bạn có thể thêm hoặc sửa.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Nó vẫn vui để chơi ngoại trừ việc tôi hiếm khi chơi nó nữa.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Ngoài ra, số lượng nước đi được cung cấp trong mỗi cấp độ cũng thật là vô lý.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"TL/DR

Ứng dụng cũ tốt hơn nhiều.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đôi khi nó sẽ bắt đầu đóng băng và bạn phải khởi động lại ứng dụng, theo ý kiến của tôi thì điều đó hơi phiền phức.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chúc phúc và bình an cho tất cả các bạn!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hình ảnh động cũng quá dài và thật khó chịu khi cố gắng chơi cùng người khác trực tuyến.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luôn là thời gian vui vẻ và đôi khi ngay cả người phục vụ cũng tham gia chơi.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi và có thể một số người khác đều đồng ý rằng bạn nên thay đổi trò chơi thành một cái gì đó khác.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sau đó, tôi quay lại sau và nó báo rằng tôi có 93 chìa khóa...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Nó trở nên cực kỳ sâu sắc và những thứ như vậy và không nghe có vẻ đúng.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Hãy nhớ rằng, tôi đã thử mọi cách.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Bằng cách thực hiện tất cả những cải tiến này, tôi nghĩ bạn có thể khiến tôi đánh giá cho bạn năm sao.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Vậy, tại sao lại có xếp hạng trung bình?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã để nó trong mười phút và nó vẫn không tải được.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã chơi trò chơi này kể từ khi nó được phát hành.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Các lực lượng tăng cường ở đó để phá hủy trò chơi của bạn.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi cảm thấy như một diễn đàn trò chuyện mở sẽ cho phép sự linh hoạt hơn trong trò chơi.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Có thể bạn có thể thêm một tính năng cho phép đăng nhập bằng một tài khoản khác.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bạn không cần một ngôi sao để thực hiện mỗi cuộc gọi và 2 ngôi sao để tập dượt.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi cũng không thể chịu đựng khả năng từ tính trong chúng.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi cũng không thích việc chúng ta chỉ có năm mạng.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Khi tôi còn là một đứa trẻ, tôi rất thích chơi cờ tỷ phú, nhưng giờ đây khi tôi đã lớn, tôi không còn nhiều người để chơi cùng.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi không thể đủ với Homescapes.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ngay cả khi tôi mở menu hành trang, skin tùy chỉnh của tôi vẫn còn đó.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi vừa mới kết thúc một trận chơi & tôi đã làm phá sản tất cả các người chơi khác rồi nó công bố người chơi phá sản cuối cùng là ""người chiến thắng!"".",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Thiết kế rất tuyệt vời.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nhưng mất khoảng 10 phút cho tôi để nhận được nhân vật này và sử dụng nó lần đầu tiên vì lần mua sắm này.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Gợi ý cuối cùng là thêm nhiều nhiệm vụ hơn vào trò chơi.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Bây giờ chúng ta phải ở nhà, chúng ta cần những trò chơi gắn kết làm cho chúng ta cảm thấy vui chỉ vì được làm những điều ngớ ngẩn.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Nhưng tất nhiên, tôi thì lại thích phiên bản Java hơn, tất nhiên rồi.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Đầu tiên, họ ngừng cập nhật phiên bản cũ để ép mọi người phải mua phiên bản mới hơn, theo ý kiến của tôi, phiên bản đó tệ hơn.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tuy nhiên, có một lỗi nhỏ.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Không tuyệt vời nhưng nó tốt.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Ứng dụng này THẬT SỰ cần bắt đầu tạo ra những cập nhật tốt hơn và không làm tồi tệ hơn trò chơi.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi thực sự thích chơi trò chơi này.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Mỗi lần tôi cố gắng mở nó, ứng dụng lại bị sập nhưng vẫn có vẻ như đang chạy ở chế độ nền.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sau đó, ứng dụng muốn tôi phải trả tiền một lần nữa để có thể sử dụng nó.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chúa biết là anh đã kiếm đủ từ tôi rồi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã thử xóa và tải lại ứng dụng suốt cả ngày nhưng vẫn nhận được cùng một thông báo.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Và việc đuổi người chơi ra khỏi trò chơi đặc biệt là khó, đặc biệt khi mọi người phải bỏ phiếu để họ rời đi.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Vậy các trò chơi đã được tải xuống trước đó đã biến mất.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Và tôi nghĩ bạn nên thêm rồng chỉ để vui thôi :).,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi không muốn bị hack.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Tôi đã từng chơi Among Us nhưng giờ đây không còn nữa và đây là lý do:
Được duy trì kém.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Không cần nhiều hình ảnh động, điều này có thể giúp giảm ngốn pin hoặc ít nhất là cung cấp tùy chọn để tắt một số tính năng đó.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi vẫn sẽ chơi trò chơi này vì tôi thực sự yêu thích ý tưởng của nó!!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Trò chơi này, nhược điểm của những con xúc xắc luôn luôn chống lại bạn, đã làm cho trò chơi này CỰC KỲ KHÓ CHỊU KHI CHƠI!!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi không biết điều này có liên quan đến máy chủ hay không nhưng điều này đã xảy ra hầu hết thời gian.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tôi đã mệt mỏi vì bị đá ra khỏi mỗi trận đấu vì các bạn không thể sửa chữa trò chơi của mình.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bây giờ tất cả các quảng cáo mà tôi thấy cho trò chơi này đều không có ý nghĩa.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Nhưng vấn đề là nếu bạn có điểm số thực sự tốt vào tuần trước, TẤT CẢ SẼ BIẾN MẤT VÀO TUẦN SAU!!!",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Một điều khác là tôi cảm thấy như bạn ""người cứu rỗi Among Us"" đang cướp đi quyền tự do ngôn luận.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vì vậy, những người phải đối mặt với cách ""nói chuyện"" mới này rất có thể không thích điều này nhưng rồi lại tôi không phải là họ.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Làm sao chúng ta biết được rằng chúng ta thực sự đang chơi với một người thật khi tham gia chế độ Đa người chơi trực tuyến?,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Trong trò chơi, tôi có một đối thủ đáp xuống một cơ hội và nhận được thẻ ""Tiến mãi lên Boardwalk"".",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi sẽ rất thích nếu họ gỡ bỏ chức năng chat nhanh.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Các bảng điểm trở nên khó hơn, tự nhiên, nhưng bạn vẫn chỉ nhận được 1 sao cho các bảng Khó và Siêu Khó khi bạn thắng chúng.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Hệ thống thách thức tuyệt vời được triển khai; đưa ra cho người chơi những ""Cột mốc"" để hướng tới.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Người đàn ông phải đi tiểu và anh ta đang chạy xuống hành lang trong khi mọi thứ đang bị hỏng.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Và nếu bạn không có tiền, bạn sẽ phải từ bỏ và thua cuộc chơi.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi đã sẵn lòng mua lại bởi vì tôi nghĩ rằng điều đó sẽ không xảy ra lần nữa và đó chỉ là lỗi mà Minecraft gây ra.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"khi tôi mới tải trò chơi này, đó là một sự thất vọng lớn với tôi, bây giờ nó chỉ là bình thường nhưng vẫn không ổn nếu đó là những gì bạn mong đợi.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Họ thực sự rất rùng rợn và họ nói rằng nếu bạn nhìn thấy họ thì trò chơi của bạn đã bị hack hoặc bị nguyền rủa và tôi cũng đã chọn màu đỏ nhưng lại có 2 người chọn màu đỏ nên xin hãy khắc phục điều này.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Trò chơi, mặc dù vui, lại đối đầu với người chơi.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Điều đã thu hút tôi tải trò chơi này là khía cạnh trang trí nhà cửa.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Phần đó chỉ là lãng phí thời gian và công sức lập trình cho một điều nhỏ mà họ không cần, và nó thật sự gây phiền toái.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ý tưởng của Subway Surfer rất tốt, nhưng tôi lo rằng điều đã xảy ra với tôi sẽ xảy ra với người khác.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sau một thời gian cố gắng kết nối ứng dụng với tài khoản Facebook của tôi, tùy chọn làm như vậy trong cài đặt đã biến mất.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tôi không thể ngừng chơi nó!,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Tổng thể là một trò chơi tốt.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Hầu hết các cấp độ, không quan trọng là bình thường, khó, hay siêu khó đều mất từ 2-3 mạng để vượt qua.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Hầu như là một kế hoạch để lôi kéo người tiêu dùng chi tiêu một số tiền lớn.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi không nhớ ai mà tôi biết có vấn đề này, nhưng đó là bởi vì hầu hết bạn bè của tôi không chơi Subway surfers.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Trò chơi sẽ thú vị và hấp dẫn hơn nhiều nếu tôi không từ bỏ quá nhiều trên trò chơi.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Tuy nhiên, tôi đã tìm thấy nhiều nhược điểm hơn là ưu điểm.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Đây là một ứng dụng tuyệt vời và tôi chơi nó trên xe buýt và vào giờ ăn trưa.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
